Designation;A;Ix;Zx;Sx;rx;Iy;Zy;Sy;ry;J
C8X11.5;3.37;32.5;9.63;8.14;3.11;1.31;1.57;0.775;0.623;0.130
C7X14.75;4.33;27.2;9.75;7.78;2.51;1.37;1.63;0.772;0.561;0.267
C7X12.25;3.59;24.2;8.46;6.92;2.59;1.16;1.42;0.696;0.568;0.161
C7X9.8;2.87;21.2;7.19;6.07;2.72;0.957;1.26;0.617;0.578;0.0996
C6X13;3.82;17.3;7.29;5.78;2.13;1.05;1.35;0.638;0.524;0.237
C6X10.5;3.07;15.1;6.18;5.04;2.22;0.860;1.14;0.561;0.529;0.128
C6X8.2;2.39;13.1;5.16;4.35;2.34;0.687;0.987;0.488;0.536;0.0736
C5X9;2.64;8.89;4.39;3.56;1.84;0.624;0.913;0.444;0.486;0.109
C5X6.7;1.97;7.48;3.55;2.99;1.95;0.470;0.757;0.372;0.489;0.0549
C4X7.25;2.13;4.58;2.84;2.29;1.47;0.425;0.695;0.337;0.447;0.0817
C4X6.25;1.77;4.00;2.43;2.00;1.50;0.345;0.569;0.284;0.441;0.0487
C4X5.4;1.58;3.85;2.29;1.92;1.56;0.312;0.565;0.277;0.444;0.0399
C4X4.5;1.38;3.65;2.12;1.83;1.63;0.289;0.531;0.265;0.457;0.0322
C3X6;1.76;2.07;1.74;1.38;1.09;0.300;0.543;0.263;0.413;0.0725
C3X5;1.47;1.85;1.52;1.23;1.12;0.241;0.464;0.228;0.405;0.0425
C3X4.1;1.20;1.65;1.32;1.10;1.18;0.191;0.399;0.196;0.398;0.0269
C3X3.5;1.09;1.57;1.24;1.04;1.20;0.169;0.364;0.182;0.394;0.0226
MC18X58;17.1;675;95.4;75.0;6.29;17.6;10.7;5.28;1.02;2.81
MC18X51.9;15.3;627;87.3;69.6;6.41;16.3;9.86;5.02;1.03;2.03
MC18X45.8;13.5;578;79.2;64.2;6.55;14.9;9.14;4.77;1.05;1.45
MC18X42.7;12.6;554;75.1;61.5;6.64;14.3;8.82;4.64;1.07;1.23
MC13X50;14.7;314;60.8;48.3;4.62;16.4;10.2;4.77;1.06;2.96
MC13X40;11.7;273;51.2;41.9;4.82;13.7;8.66;4.24;1.08;1.55
MC13X35;10.3;252;46.5;38.8;4.95;12.3;8.04;3.97;1.09;1.13
MC13X31.8;9.35;239;43.4;36.7;5.05;11.4;7.69;3.79;1.10;0.937
MC12X50;14.7;269;56.5;44.9;4.28;17.4;10.9;5.64;1.09;3.23
MC12X45;13.2;251;52.0;41.9;4.36;15.8;10.1;5.30;1.09;2.33
MC12X40;11.8;234;47.7;39.0;4.46;14.2;9.31;4.98;1.10;1.69
MC12X35;10.3;216;43.2;36.0;4.59;12.6;8.62;4.64;1.11;1.24
MC12X31;9.12;202;39.7;33.7;4.71;11.3;8.15;4.37;1.11;1.00
MC12X14.3;4.18;76.1;15.9;12.7;4.27;1.00;1.21;0.574;0.489;0.117
MC12X10.6;3.10;55.3;11.6;9.22;4.22;0.378;0.635;0.307;0.349;0.0596
MC10X41.1;12.1;157;39.3;31.5;3.61;15.7;9.49;4.85;1.14;2.26
MC10X33.6;9.87;139;33.7;27.8;3.75;13.1;8.28;4.35;1.15;1.20
MC10X28.5;8.37;126;30.0;25.3;3.89;11.3;7.59;3.99;1.16;0.791
MC10X25;7.34;110;26.2;22.0;3.87;7.25;5.65;2.96;0.993;0.638
MC10X22;6.45;102;23.9;20.5;3.99;6.40;5.29;2.75;0.997;0.510
MC10X8.4;2.46;31.9;7.92;6.39;3.61;0.326;0.548;0.268;0.364;0.0413
MC10X6.5;1.95;22.9;5.90;4.59;3.43;0.133;0.284;0.137;0.262;0.0191
MC9X25.4;7.47;87.9;23.5;19.5;3.43;7.57;5.70;2.99;1.01;0.691
MC9X23.9;7.02;84.9;22.5;18.9;3.48;7.14;5.51;2.89;1.01;0.599
MC8X22.8;6.70;63.8;19.1;15.9;3.09;7.01;5.37;2.81;1.02;0.572
MC8X21.4;6.28;61.5;18.2;15.4;3.13;6.58;5.18;2.71;1.02;0.495
MC8X20;5.87;54.4;16.4;13.6;3.04;4.42;3.86;2.02;0.867;0.441
MC8X18.7;5.50;52.4;15.6;13.1;3.09;4.15;3.72;1.95;0.868;0.380
MC8X8.5;2.50;23.3;6.95;5.82;3.05;0.624;0.875;0.431;0.500;0.0587
MC7X22.7;6.67;47.4;16.4;13.5;2.67;7.24;5.38;2.83;1.04;0.625
MC7X19.1;5.61;43.1;14.5;12.3;2.77;6.06;4.85;2.55;1.04;0.407
MC6X18;5.29;29.7;11.7;9.89;2.37;5.88;4.68;2.47;1.05;0.379
MC6X15.3;4.49;25.3;9.91;8.44;2.38;4.91;3.85;2.01;1.05;0.223
MC6X16.3;4.79;26.0;10.4;8.66;2.33;3.77;3.47;1.82;0.887;0.336
MC6X15.1;4.44;24.9;9.83;8.30;2.37;3.46;3.30;1.73;0.883;0.285
MC6X12;3.53;18.7;7.47;6.24;2.30;1.85;1.97;1.03;0.724;0.155
MC6X7;2.09;11.4;4.50;3.81;2.34;0.603;0.865;0.439;0.537;0.0464
MC6X6.5;1.95;11.0;4.28;3.66;2.38;0.565;0.836;0.422;0.539;0.0412
MC4X13.8;4.03;8.85;5.53;4.43;1.48;2.13;2.40;1.29;0.727;0.373
MC3X7.1;2.11;2.72;2.24;1.81;1.14;0.666;0.998;0.518;0.562;0.0928
L8X8X1-1/8;16.8;98.1;31.6;17.5;2.41;98.1;31.6;17.5;2.41;7.13
L8X8X1;15.1;89.1;28.5;15.8;2.43;89.1;28.5;15.8;2.43;5.08
L8X8X7/8;13.3;79.7;25.3;14.0;2.45;79.7;25.3;14.0;2.45;3.46
L8X8X3/4;11.5;69.9;22.0;12.2;2.46;69.9;22.0;12.2;2.46;2.21
L8X8X5/8;9.69;59.6;18.6;10.3;2.48;59.6;18.6;10.3;2.48;1.30
L8X8X9/16;8.77;54.2;16.8;9.33;2.49;54.2;16.8;9.33;2.49;0.961
L8X8X1/2;7.84;48.8;15.1;8.36;2.49;48.8;15.1;8.36;2.49;0.683
L8X6X1;13.1;80.9;27.3;15.1;2.49;38.8;16.2;8.92;1.72;4.34
L8X6X7/8;11.5;72.4;24.3;13.4;2.50;34.9;14.4;7.94;1.74;2.96
L8X6X3/4;9.99;63.5;21.1;11.7;2.52;30.8;12.5;6.92;1.75;1.90
L8X6X5/8;8.41;54.2;17.9;9.86;2.54;26.4;10.5;5.88;1.77;1.12
L8X6X9/16;7.61;49.4;16.2;8.94;2.55;24.1;9.52;5.34;1.78;0.823
L8X6X1/2;6.80;44.4;14.6;8.01;2.55;21.7;8.52;4.79;1.79;0.584
L8X6X7/16;5.99;39.3;12.9;7.06;2.56;19.3;7.50;4.23;1.80;0.396
L8X4X1;11.1;69.7;24.3;14.0;2.51;11.6;7.73;3.94;1.03;3.68
L8X4X7/8;9.79;62.6;21.7;12.5;2.53;10.5;6.77;3.51;1.04;2.51
L8X4X3/4;8.49;55.0;18.9;10.9;2.55;9.37;5.82;3.07;1.05;1.61
L8X4X5/8;7.16;47.0;16.1;9.20;2.56;8.11;4.86;2.62;1.06;0.955
L8X4X9/16;6.49;42.9;14.6;8.34;2.57;7.44;4.39;2.38;1.07;0.704
L8X4X1/2;5.80;38.6;13.1;7.48;2.58;6.75;3.91;2.15;1.08;0.501
L8X4X7/16;5.11;34.2;11.6;6.59;2.59;6.03;3.42;1.90;1.09;0.340
L7X4X3/4;7.74;37.8;14.8;8.39;2.21;9.00;5.60;3.01;1.08;1.47
L7X4X5/8;6.50;32.4;12.5;7.12;2.23;7.79;4.69;2.56;1.10;0.868
L7X4X1/2;5.26;26.6;10.2;5.79;2.25;6.48;3.77;2.10;1.11;0.456
L7X4X7/16;4.63;23.6;9.03;5.11;2.26;5.79;3.31;1.86;1.12;0.310
L7X4X3/8;4.00;20.5;7.81;4.42;2.27;5.06;2.84;1.61;1.12;0.198
L6X6X1;11.0;35.4;15.4;8.55;1.79;35.4;15.4;8.55;1.79;3.68
L6X6X7/8;9.75;31.9;13.7;7.61;1.81;31.9;13.7;7.61;1.81;2.51
L6X6X3/4;8.46;28.1;11.9;6.64;1.82;28.1;11.9;6.64;1.82;1.61
L6X6X5/8;7.13;24.1;10.1;5.64;1.84;24.1;10.1;5.64;1.84;0.955
L6X6X9/16;6.45;22.0;9.18;5.12;1.85;22.0;9.18;5.12;1.85;0.704
L6X6X1/2;5.77;19.9;8.22;4.59;1.86;19.9;8.22;4.59;1.86;0.501
L6X6X7/16;5.08;17.6;7.25;4.06;1.86;17.6;7.25;4.06;1.86;0.340
L6X6X3/8;4.38;15.4;6.27;3.51;1.87;15.4;6.27;3.51;1.87;0.218
L6X6X5/16;3.67;13.0;5.26;2.95;1.88;13.0;5.26;2.95;1.88;0.129
L6X4X7/8;8.00;27.7;12.7;7.13;1.86;9.70;6.26;3.37;1.10;2.03
L6X4X3/4;6.94;24.5;11.1;6.23;1.88;8.63;5.42;2.95;1.12;1.31
L6X4X5/8;5.86;21.0;9.44;5.29;1.89;7.48;4.56;2.52;1.13;0.775
L6X4X9/16;5.31;19.2;8.59;4.81;1.90;6.86;4.13;2.29;1.14;0.572
L6X4X1/2;4.75;17.3;7.71;4.31;1.91;6.22;3.69;2.06;1.14;0.407
L6X4X7/16;4.18;15.4;6.81;3.81;1.92;5.56;3.24;1.83;1.15;0.276
L6X4X3/8;3.61;13.4;5.89;3.30;1.93;4.86;2.79;1.58;1.16;0.177
L6X4X5/16;3.03;11.4;4.96;2.77;1.94;4.13;2.33;1.34;1.17;0.104
L6X3-1/2X1/2;4.50;16.6;7.49;4.23;1.92;4.24;2.88;1.59;0.968;0.386
L6X3-1/2X3/8;3.44;12.9;5.74;3.23;1.93;3.33;2.18;1.22;0.984;0.168
L6X3-1/2X5/16;2.89;10.9;4.84;2.72;1.94;2.84;1.82;1.03;0.991;0.0990
L5X5X7/8;8.00;17.8;9.31;5.16;1.49;17.8;9.31;5.16;1.49;2.07
L5X5X3/4;6.98;15.7;8.14;4.52;1.50;15.7;8.14;4.52;1.50;1.33
L5X5X5/8;5.90;13.6;6.93;3.85;1.52;13.6;6.93;3.85;1.52;0.792
L5X5X1/2;4.79;11.3;5.66;3.15;1.53;11.3;5.66;3.15;1.53;0.417
L5X5X7/16;4.22;10.0;5.00;2.78;1.54;10.0;5.00;2.78;1.54;0.284
L5X5X3/8;3.65;8.76;4.33;2.41;1.55;8.76;4.33;2.41;1.55;0.183
L5X5X5/16;3.07;7.44;3.65;2.04;1.56;7.44;3.65;2.04;1.56;0.108
L5X3-1/2X3/4;5.85;13.9;7.60;4.26;1.55;5.52;4.07;2.20;0.974;1.09
L5X3-1/2X5/8;4.93;12.0;6.50;3.63;1.56;4.80;3.43;1.88;0.987;0.651
L5X3-1/2X1/2;4.00;10.0;5.33;2.97;1.58;4.02;2.79;1.55;1.00;0.343
L5X3-1/2X3/8;3.05;7.75;4.09;2.28;1.59;3.15;2.12;1.19;1.02;0.150
L5X3-1/2X5/16;2.56;6.58;3.45;1.92;1.60;2.69;1.77;1.01;1.02;0.0883
L5X3-1/2X1/4;2.07;5.36;2.78;1.55;1.61;2.20;1.42;0.816;1.03;0.0464
L5X3X1/2;3.75;9.43;5.12;2.89;1.58;2.55;2.08;1.13;0.824;0.322
L5X3X7/16;3.31;8.41;4.53;2.56;1.59;2.29;1.82;1.00;0.831;0.220
L5X3X3/8;2.86;7.35;3.93;2.22;1.60;2.01;1.57;0.874;0.838;0.141
L5X3X5/16;2.41;6.24;3.32;1.87;1.61;1.72;1.31;0.739;0.846;0.0832
L5X3X1/4;1.94;5.09;2.68;1.51;1.62;1.41;1.05;0.600;0.853;0.0438
L4X4X3/4;5.44;7.62;5.02;2.79;1.18;7.62;5.02;2.79;1.18;1.02
L4X4X5/8;4.61;6.62;4.28;2.38;1.20;6.62;4.28;2.38;1.20;0.610
L4X4X1/2;3.75;5.52;3.50;1.96;1.21;5.52;3.50;1.96;1.21;0.322
L4X4X7/16;3.30;4.93;3.10;1.73;1.22;4.93;3.10;1.73;1.22;0.220
L4X4X3/8;2.86;4.32;2.69;1.50;1.23;4.32;2.69;1.50;1.23;0.141
L4X4X5/16;2.40;3.67;2.26;1.27;1.24;3.67;2.26;1.27;1.24;0.0832
L4X4X1/4;1.93;3.00;1.82;1.03;1.25;3.00;1.82;1.03;1.25;0.0438
L4X3-1/2X1/2;3.50;5.30;3.46;1.92;1.23;3.76;2.69;1.50;1.04;0.301
L4X3-1/2X3/8;2.68;4.15;2.66;1.48;1.25;2.96;2.06;1.16;1.05;0.132
L4X3-1/2X5/16;2.25;3.53;2.24;1.25;1.25;2.52;1.74;0.980;1.06;0.0782
L4X3-1/2X1/4;1.82;2.89;1.81;1.01;1.26;2.07;1.40;0.794;1.07;0.0412
L4X3X5/8;3.99;6.01;4.08;2.28;1.23;2.85;2.45;1.34;0.845;0.529
L4X3X1/2;3.25;5.02;3.36;1.87;1.24;2.40;1.99;1.10;0.858;0.281
L4X3X3/8;2.49;3.94;2.60;1.44;1.26;1.89;1.52;0.851;0.873;0.123
L4X3X5/16;2.09;3.36;2.19;1.22;1.27;1.62;1.28;0.721;0.880;0.0731
L4X3X1/4;1.69;2.75;1.77;0.988;1.27;1.33;1.03;0.585;0.887;0.0386
L3-1/2X3-1/2X1/2;3.25;3.63;2.66;1.48;1.05;3.63;2.66;1.48;1.05;0.281
L3-1/2X3-1/2X7/16;2.89;3.25;2.36;1.32;1.06;3.25;2.36;1.32;1.06;0.192
L3-1/2X3-1/2X3/8;2.50;2.86;2.06;1.15;1.07;2.86;2.06;1.15;1.07;0.123
L3-1/2X3-1/2X5/16;2.10;2.44;1.74;0.969;1.08;2.44;1.74;0.969;1.08;0.0731
L3-1/2X3-1/2X1/4;1.70;2.00;1.41;0.787;1.09;2.00;1.41;0.787;1.09;0.0386
L3-1/2X3X1/2;3.02;3.45;2.61;1.45;1.07;2.32;1.97;1.09;0.877;0.260
L3-1/2X3X7/16;2.67;3.10;2.32;1.29;1.08;2.09;1.75;0.971;0.885;0.178
L3-1/2X3X3/8;2.32;2.73;2.03;1.12;1.09;1.84;1.52;0.847;0.892;0.114
L3-1/2X3X5/16;1.95;2.33;1.72;0.951;1.09;1.58;1.28;0.718;0.900;0.0680
L3-1/2X3X1/4;1.58;1.92;1.39;0.773;1.10;1.30;1.04;0.585;0.908;0.0360
L3-1/2X2-1/2X1/2;2.77;3.24;2.52;1.41;1.08;1.36;1.39;0.756;0.701;0.234
L3-1/2X2-1/2X3/8;2.12;2.56;1.96;1.09;1.10;1.09;1.07;0.589;0.716;0.103
L3-1/2X2-1/2X5/16;1.79;2.20;1.67;0.925;1.11;0.937;0.900;0.501;0.723;0.0611
L3-1/2X2-1/2X1/4;1.45;1.81;1.36;0.753;1.12;0.775;0.728;0.410;0.731;0.0322
L3X3X1/2;2.76;2.20;1.91;1.06;0.895;2.20;1.91;1.06;0.895;0.230
L3X3X7/16;2.43;1.98;1.70;0.946;0.903;1.98;1.70;0.946;0.903;0.157
L3X3X3/8;2.11;1.75;1.48;0.825;0.910;1.75;1.48;0.825;0.910;0.101
L3X3X5/16;1.78;1.50;1.26;0.699;0.918;1.50;1.26;0.699;0.918;0.0597
L3X3X1/4;1.44;1.23;1.02;0.569;0.926;1.23;1.02;0.569;0.926;0.0313
L3X3X3/16;1.09;0.948;0.774;0.433;0.933;0.948;0.774;0.433;0.933;0.0136
L3X2-1/2X1/2;2.50;2.07;1.86;1.03;0.910;1.29;1.34;0.736;0.718;0.213
L3X2-1/2X7/16;2.22;1.87;1.66;0.921;0.917;1.17;1.19;0.656;0.724;0.146
L3X2-1/2X3/8;1.93;1.65;1.45;0.803;0.924;1.03;1.03;0.573;0.731;0.0943
L3X2-1/2X5/16;1.63;1.41;1.23;0.681;0.932;0.888;0.873;0.487;0.739;0.0560
L3X2-1/2X1/4;1.32;1.16;1.00;0.555;0.940;0.734;0.707;0.397;0.746;0.0296
L3X2-1/2X3/16;1.00;0.899;0.761;0.423;0.947;0.568;0.536;0.303;0.753;0.0130
L3X2X1/2;2.26;1.92;1.78;1.00;0.922;0.667;0.887;0.470;0.543;0.192
L3X2X3/8;1.75;1.54;1.39;0.779;0.937;0.539;0.679;0.368;0.555;0.0855
L3X2X5/16;1.48;1.32;1.19;0.662;0.945;0.467;0.572;0.314;0.562;0.0510
L3X2X1/4;1.20;1.09;0.969;0.541;0.953;0.390;0.463;0.258;0.569;0.0270
L3X2X3/16;0.917;0.847;0.743;0.414;0.961;0.305;0.351;0.198;0.577;0.0119
L2-1/2X2-1/2X1/2;2.26;1.22;1.29;0.716;0.735;1.22;1.29;0.716;0.735;0.188
L2-1/2X2-1/2X3/8;1.73;0.972;1.01;0.558;0.749;0.972;1.01;0.558;0.749;0.0833
L2-1/2X2-1/2X5/16;1.46;0.837;0.853;0.474;0.756;0.837;0.853;0.474;0.756;0.0495
L2-1/2X2-1/2X1/4;1.19;0.692;0.695;0.387;0.764;0.692;0.695;0.387;0.764;0.0261
L2-1/2X2-1/2X3/16;0.901;0.535;0.529;0.295;0.771;0.535;0.529;0.295;0.771;0.0114
L2-1/2X2X3/8;1.55;0.914;0.982;0.546;0.766;0.513;0.657;0.361;0.574;0.0746
L2-1/2X2X5/16;1.32;0.790;0.839;0.465;0.774;0.446;0.557;0.309;0.581;0.0444
L2-1/2X2X1/4;1.07;0.656;0.688;0.381;0.782;0.372;0.454;0.253;0.589;0.0235
L2-1/2X2X3/16;0.818;0.511;0.529;0.293;0.790;0.292;0.347;0.195;0.597;0.0103
L2-1/2X1-1/2X1/4;0.947;0.594;0.644;0.364;0.792;0.160;0.261;0.142;0.411;0.0209
L2-1/2X1-1/2X3/16;0.724;0.464;0.497;0.280;0.801;0.126;0.198;0.110;0.418;0.00921
L2X2X3/8;1.37;0.476;0.629;0.348;0.591;0.476;0.629;0.348;0.591;0.0658
L2X2X5/16;1.16;0.414;0.537;0.298;0.598;0.414;0.537;0.298;0.598;0.0393
L2X2X1/4;0.944;0.346;0.440;0.244;0.605;0.346;0.440;0.244;0.605;0.0209
L2X2X3/16;0.722;0.271;0.338;0.188;0.612;0.271;0.338;0.188;0.612;0.00921
L2X2X1/8;0.491;0.189;0.230;0.129;0.620;0.189;0.230;0.129;0.620;0.00293
WT22X167.5;49.2;2170;234;131;6.63;600;118;75.2;3.49;37.2
WT22X145;42.6;1830;196;111;6.54;521;102;65.9;3.49;25.4
WT22X131;38.5;1640;176;99.4;6.53;462;90.9;58.6;3.47;18.6
WT22X115;33.9;1440;157;88.6;6.53;398;78.3;50.5;3.43;12.4
WT20X296.5;87.2;3310;379;209;6.16;1260;240;151;3.80;221
WT20X251.5;74.0;2730;314;174;6.07;1020;197;124;3.72;138
WT20X215.5;63.3;2290;266;148;6.01;843;164;104;3.65;88.2
WT20X198.5;58.3;2070;240;134;5.96;771;150;95.7;3.63;70.6
WT20X186;54.7;1930;225;126;5.95;709;138;88.3;3.60;57.7
WT20X181;53.2;1870;217;122;5.92;691;135;86.3;3.60;54.2
WT20X162;47.7;1650;192;108;5.88;609;119;76.6;3.57;39.6
WT20X148.5;43.6;1500;176;98.9;5.87;546;107;69.0;3.54;30.5
WT20X138.5;40.7;1360;157;88.6;5.78;522;102;65.9;3.58;25.7
WT20X124.5;36.7;1210;140;79.4;5.75;463;90.8;58.8;3.55;19.0
WT20X107.5;31.8;1030;120;68.0;5.71;398;77.8;50.5;3.54;12.4
WT20X99.5;29.2;988;117;66.5;5.81;347;68.2;44.1;3.45;9.12
WT20X196;57.8;2270;275;153;6.27;401;106;64.9;2.64;85.4
WT20X165.5;48.8;1880;231;128;6.21;322;85.7;52.9;2.57;52.5
WT20X163.5;47.9;1840;224;125;6.19;320;85.0;52.7;2.58;51.4
WT20X147;43.1;1630;199;111;6.14;281;75.0;46.7;2.55;38.2
WT20X139;41.0;1550;191;106;6.14;261;69.9;43.5;2.52;32.4
WT20X132;38.7;1450;178;99.2;6.11;246;66.0;41.3;2.52;27.9
WT20X117.5;34.6;1260;153;85.7;6.04;222;59.0;37.3;2.54;20.6
WT20X105.5;31.1;1120;137;76.7;6.01;195;52.1;33.0;2.51;15.2
WT20X91.5;26.7;955;117;65.7;5.98;165;44.0;28.0;2.49;9.65
WT20X83.5;24.5;899;115;63.7;6.05;141;37.8;23.9;2.40;6.99
WT20X74.5;21.9;815;108;59.7;6.10;114;30.9;19.4;2.29;4.66
WT18X326;96.2;3160;383;208;5.74;1610;290;184;4.10;295
WT18X264.5;77.8;2440;298;164;5.60;1240;227;145;4.00;163
WT18X243.5;71.7;2220;272;150;5.57;1120;206;131;3.96;128
WT18X220.5;64.9;1980;242;134;5.52;997;184;117;3.92;96.6
WT18X197.5;58.1;1740;213;119;5.47;877;162;104;3.88;70.7
WT18X180.5;53.0;1570;192;107;5.43;786;146;94.0;3.85;54.1
WT18X165;48.4;1410;173;97.0;5.39;711;132;85.5;3.83;42.0
WT18X151;44.5;1280;158;88.8;5.37;648;120;77.8;3.82;32.1
WT18X141;41.5;1190;146;82.6;5.36;599;112;72.2;3.80;26.3
WT18X131;38.5;1110;137;77.5;5.36;545;102;65.8;3.76;20.8
WT18X123.5;36.3;1040;129;73.3;5.36;507;94.8;61.4;3.74;17.3
WT18X115.5;34.1;978;122;69.1;5.36;470;88.0;57.0;3.71;14.3
WT18X128;37.6;1210;156;87.4;5.66;264;68.5;43.2;2.65;26.4
WT18X116;34.0;1080;140;78.5;5.63;234;60.9;38.6;2.62;19.7
WT18X105;30.9;985;131;73.1;5.65;206;53.4;33.8;2.58;13.9
WT18X97;28.5;901;120;67.0;5.62;187;48.8;30.9;2.56;11.1
WT18X91;26.8;845;113;63.1;5.62;174;45.3;28.8;2.55;9.20
WT18X85;25.0;786;105;58.9;5.61;160;41.8;26.6;2.53;7.51
WT18X80;23.5;740;100;55.8;5.61;147;38.6;24.6;2.50;6.17
WT18X75;22.1;698;95.5;53.1;5.62;135;35.4;22.5;2.47;5.04
WT18X67.5;19.9;637;90.1;49.7;5.66;113;29.8;18.9;2.38;3.48
WT16.5X193.5;57.0;1460;193;107;5.07;810;156;100;3.77;73.9
WT16.5X177;52.1;1320;174;96.8;5.03;729;141;90.6;3.74;57.1
WT16.5X159;46.8;1160;154;85.8;4.99;645;125;80.7;3.71;42.1
WT16.5X145.5;42.8;1060;140;78.3;4.96;581;113;73.1;3.68;32.5
WT16.5X131.5;38.7;943;125;70.2;4.93;517;101;65.5;3.65;24.3
WT16.5X120.5;35.6;872;116;65.8;4.96;466;90.8;58.8;3.62;18.0
WT16.5X110.5;32.6;799;107;60.8;4.95;420;82.1;53.2;3.59;13.9
WT16.5X100.5;29.7;725;97.8;55.5;4.95;375;73.3;47.6;3.56;10.4
WT16.5X84.5;24.7;649;90.8;51.1;5.12;155;42.1;27.0;2.50;8.81
WT16.5X76;22.5;592;84.5;47.4;5.14;136;36.9;23.6;2.47;6.16
WT16.5X70.5;20.7;552;79.8;44.7;5.15;123;33.4;21.3;2.43;4.84
WT16.5X65;19.1;513;75.6;42.1;5.18;109;29.7;18.9;2.38;3.67
WT16.5X59;17.4;469;70.8;39.2;5.20;93.5;25.6;16.3;2.32;2.64
WT15X195.5;57.6;1220;177;96.9;4.61;774;155;99.2;3.67;86.3
WT15X178.5;52.5;1090;159;87.2;4.56;693;140;89.6;3.64;66.6
WT15X163;48.0;981;143;78.8;4.52;622;126;81.0;3.60;51.2
WT15X146;43.0;861;125;69.6;4.48;549;111;71.9;3.58;37.5
WT15X130.5;38.5;765;112;62.4;4.46;480;97.9;63.3;3.53;26.9
WT15X117.5;34.7;674;98.2;55.1;4.41;427;87.5;56.8;3.51;20.1
WT15X105.5;31.1;610;89.5;50.5;4.43;378;77.2;50.1;3.49;14.1
WT15X95.5;28.0;549;80.8;45.7;4.42;336;68.9;44.7;3.46;10.5
WT15X86.5;25.4;497;73.5;41.7;4.42;299;61.4;39.9;3.42;7.78
WT15X74;21.8;466;72.2;40.6;4.63;114;33.9;21.7;2.28;7.24
WT15X66;19.5;421;66.8;37.4;4.66;98.0;29.2;18.6;2.25;4.85
WT15X62;18.2;396;63.1;35.3;4.66;90.4;27.0;17.2;2.23;3.98
WT15X58;17.1;373;60.4;33.7;4.67;82.1;24.6;15.6;2.19;3.21
WT15X54;15.9;349;57.7;32.0;4.69;73.0;21.9;13.9;2.15;2.49
WT15X49.5;14.5;322;54.4;30.0;4.71;63.9;19.3;12.2;2.10;1.88
WT15X45;13.2;290;49.0;27.1;4.69;57.3;17.3;11.0;2.09;1.41
WT13.5X269.5;79.3;1530;242;128;4.39;1060;218;138;3.65;247
WT13.5X184;54.2;939;151;81.7;4.16;655;140;89.3;3.48;84.5
WT13.5X168;49.5;839;135;73.4;4.12;587;126;80.8;3.45;65.4
WT13.5X153.5;45.2;753;121;66.4;4.08;527;113;72.9;3.41;50.5
WT13.5X140.5;41.5;677;109;59.9;4.04;477;103;66.4;3.39;39.6
WT13.5X129;38.1;613;98.9;54.7;4.02;430;93.3;60.2;3.36;30.7
WT13.5X117.5;34.7;556;89.9;50.0;4.00;384;83.8;54.2;3.33;23.4
WT13.5X108.5;32.0;502;81.1;45.2;3.96;352;77.0;49.9;3.32;18.8
WT13.5X97;28.6;444;71.8;40.3;3.94;309;67.8;44.1;3.29;13.5
WT13.5X89;26.3;414;67.7;38.2;3.97;278;60.8;39.4;3.25;10.0
WT13.5X80.5;23.8;372;60.8;34.4;3.95;248;54.5;35.4;3.23;7.53
WT13.5X73;21.6;336;55.0;31.2;3.95;222;48.8;31.7;3.20;5.62
WT13.5X64.5;18.9;323;55.1;31.0;4.13;92.2;28.8;18.4;2.21;5.55
WT13.5X57;16.8;289;50.4;28.3;4.15;79.3;24.6;15.8;2.18;3.65
WT13.5X51;15.0;258;45.0;25.3;4.14;69.6;21.7;13.9;2.15;2.63
WT13.5X47;13.8;239;42.4;23.8;4.16;62.0;19.4;12.4;2.12;2.01
WT13.5X42;12.4;216;39.2;21.9;4.18;52.8;16.6;10.6;2.07;1.40
WT12X185;54.5;779;140;74.7;3.78;581;133;85.1;3.27;100
WT12X167.5;49.1;686;123;66.3;3.73;513;119;75.9;3.23;75.6
WT12X153;44.9;611;110;59.4;3.69;460;107;68.6;3.20;58.4
WT12X139.5;41.0;546;98.8;53.6;3.65;412;96.3;61.9;3.17;45.1
WT12X125;36.8;478;86.5;47.2;3.61;362;85.2;54.9;3.14;33.2
WT12X114.5;33.6;431;78.1;42.9;3.58;326;77.0;49.7;3.11;25.5
WT12X103.5;30.3;382;69.3;38.3;3.55;289;68.6;44.4;3.08;19.1
WT12X96;28.2;350;63.5;35.2;3.53;265;63.1;40.9;3.07;15.3
WT12X88;25.8;319;57.8;32.2;3.51;240;57.3;37.2;3.04;11.9
WT12X81;23.9;293;53.3;29.9;3.50;221;52.6;34.2;3.05;9.22
WT12X73;21.5;264;48.2;27.2;3.50;195;46.6;30.3;3.01;6.70
WT12X65.5;19.3;238;43.9;24.8;3.52;170;40.7;26.5;2.97;4.74
WT12X58.5;17.2;212;39.2;22.3;3.51;149;35.7;23.2;2.94;3.35
WT12X52;15.3;189;35.1;20.0;3.51;130;31.2;20.3;2.91;2.35
WT12X51.5;15.1;204;39.2;22.0;3.67;59.7;20.7;13.3;1.99;3.53
WT12X47;13.8;186;36.1;20.3;3.67;54.5;18.7;12.0;1.98;2.62
WT12X42;12.4;166;32.5;18.3;3.67;47.2;16.3;10.5;1.95;1.84
WT12X38;11.2;151;30.1;16.9;3.68;41.3;14.3;9.18;1.92;1.34
WT12X34;10.0;137;27.9;15.6;3.70;35.2;12.3;7.85;1.87;0.932
WT12X31;9.11;131;28.4;15.6;3.79;17.2;7.85;4.90;1.38;0.850
